Cluster ID,confidence_score,UUID,super_book_code,primary_author_name,full_book_title,stated_publication_years,illegal_date,canonical_UUID,canonical_super_book_code,canonical_primary_author_name,canonical_full_book_title,canonical_stated_publication_years,canonical_illegal_date
2984,,NA,spbk0003726,NA,[Réponse à M.Mallet sur Genève],NA,NA,,,,,,
2985,,NA,spbk0003728,"Carmontelle, Louis Carrogis [de]","Théâtre de campagne, par l'auteur des Proverbes dramatiques",NA,NA,,,,,,
2986,,NA,spbk0003729,"Livoy, Timothée Hureau [de]",Dictionnaire de synonymes français,NA,NA,,,,,,
2987,,NA,spbk0003731,"Brissot de Warville, Jacques-Pierre","Bibliothèque philosophique du législateur, du politique, du jurisconsulte ou Choix des meilleurs discours, dissertations, essais, fragmens, composés sur la législation criminelle par les plus célèbres écrivains, en françois, anglois, italien, allemand, espagnol, &c. pour parvenir à la réforme des loix pénales dans tous les pays",1782-1785,NA,,,,,,
2988,,NA,spbk0003732,NA,Edit de pacification de 1782,1782,NA,,,,,,
2989,,NA,spbk0003735,Ovide,Métamorphoses (les),NA,NA,,,,,,
2990,,NA,spbk0003736,"Jars, Antoine-Gabriel","Voyages métallurgiques, ou Recherches et observations sur les mines et forges de fer, la fabrication de l'acier... faites depuis l'année 1757 et compris 1769, en Allemagne, Suède, Norwège, Angleterre et Écosse",NA,NA,,,,,,
2991,,NA,spbk0003737,"Tschiffeli, Johann Rudolf","Lettres sur la nourriture des bestiaux à l'étable, par M. Tschiffeli",1775,NA,,,,,,
2992,,NA,spbk0003740,NA,Moeurs (les) de la grâce et de la foi,1754,NA,,,,,,
2993,,NA,spbk0003741,"Nirel, C.-H.","Voyage (le) forcé, ou Manière de tirer avantage des circonstances, tiré des Mémoires d'un homme de lettres qui a fait un long séjour en Angleterre... par C.-H. Nirel",1778,NA,,,,,,
2994,,NA,spbk0003744,"Schlegel, Johann Heinrich",In Cornelium Nepotem observationes criticae et historicae,1778,NA,,,,,,
2995,,NA,spbk0003745,NA,Souscription proposée en faveur de la liberté Amériquaine,1780,NA,,,,,,
2996,,NA,spbk0003747,"Gallot, Jacques-Ferdinand","Sermons sur divers sujets intéressants, composés par un pasteur de la campagne, établi dans la Principauté de Neuchatel ",1781,NA,,,,,,
2997,,NA,spbk0003750,"Mirabeau, Honoré-Gabriel Riqueti [comte de]","Lettres (les) de cachet et des prisons d'état. Ouvrage posthume, composé en 1778.",1782,NA,,,,,,
2998,,NA,spbk0003751,"Rilliet de Saussure, Théodore",Requête au Grand conseil de la République de Genève en recours de la sentence criminelle rendue le 24 août 1780 contre spectable Th. Rilliet,1782,NA,,,,,,
2999,,NA,spbk0003752,"Lullin, Ami","Requête au Grand Conseil de la République de Genève en recours de la sentence criminelle rendue le 24 août 1780: contre spectable Théodore Rilliet dans le procès que lui avoit intenté Monsieur le baron Frédéric de Planta pour l'avoir, disoit-il, diffamé personnellement en l'accusant publiquement d'inceste avec sa soeur la Dlle Ursule de Planta, épouse de spectable Rilliet, précédée des conclusions et de la sentence dont est recours ",1781,NA,,,,,,
3000,,NA,spbk0003753,"Falconet, Étienne-Maurice","Oeuvres d'Étienne Falconet... contenant plusieurs écrits relatifs aux beaux-arts, dont quelques-uns ont déjà paru mais fautifs, d'autres sont nouveaux",1781,NA,,,,,,
3001,,NA,spbk0003754,"Linguet, Simon-Nicolas-Henri","Requête au Conseil du Roi, pour M Linguet, avocat, contre les arrêts du Parlement de Paris, des 29 mars et 4 février 1775",NA,NA,,,,,,
3002,,NA,spbk0003755,"Bertrand, Elie","Thévenon (le), ou Les journées de la montagne",1777,NA,,,,,,
3003,,NA,spbk0003755,"Bertrand, Elie","Thévenon (le), ou Les journées de la montagne/ Solitaire (le) du mont Jura ou Récréations d'un philosophe",1780/1782,NA,,,,,,
3004,,NA,spbk0003756,NA,[Soubzers],NA,NA,,,,,,
3005,,NA,spbk0003758,"Rousseau, Jean Jacques","Consolations (les) des misères de ma vie, ou Recueil d'airs, romances et duos, par J.-J. Rousseau",NA,NA,,,,,,
3006,,NA,spbk0003760,Maupin,"Articles vignes, raisins, vendanges et vins ... tirés du grand Dictionnaire encyclopédique",1778,NA,,,,,,
3007,,NA,spbk0003760,Maupin,"Articles, vignes, raisins, vendanges et vins, de toutes les qualités du monde, tirés du grand Dictionnaire Encyclopédique... auquel on a ajouté la Manière de provigner la vigne sans engrais",1786,NA,,,,,,
3008,,NA,spbk0003763,"Lacombe, Jacques","Abrégé chronologique de l'histoire du Nord, ou des états de Danemarc, de Russie, de Suède, de Pologne, de Prusse, de Courlande",NA,NA,,,,,,
3009,,NA,spbk0003765,"Jouvency, Joseph de",P. Ovidii Nasonis Metamorphoseon libri XV: cum notis gallicis & appendice gallico de diis & heroibus poeticis: ad usum scholarum,1782,NA,,,,,,
3010,,NA,spbk0003766,"Beaumarchais, Pierre Augustin Caron [de]",Observations sur le mémoire justificatif de la cour de Londres,NA,NA,,,,,,
3011,,NA,spbk0003767,NA,[Grammaire latine et grec],NA,NA,,,,,,
3012,,NA,spbk0003770,"Puisieux, Madeleine d'Arsant [de]",Mémoires d'un homme de bien,1768,NA,,,,,,
3013,,NA,spbk0003772,"Beauharnais, Fanny [de]",Aveugle (l') par amour,NA,NA,,,,,,
3014,,NA,spbk0003773,"Midy-Héron, Pierre-Nicolas",[Lettres de Midi à Panckoucke],NA,NA,,,,,,
3015,,NA,spbk0003775,"Téron, Jean",Réflexions sur le projet de réforme pour le Collège de Genève,1774,NA,,,,,,
3016,,NA,spbk0003777,"Nougaret, Pierre-Jean-Baptiste","Suzette et Perrin, ou les dangers du libertinage",NA,NA,,,,,,
3017,,NA,spbk0003778,NA,[Mémoires sur la commerce de Lorraine],NA,NA,,,,,,
3018,,NA,spbk0003780,"Coyer, Gabriel-François","Lettre au docteur Maty, sécretaire de la Société royale de Londres, sur les géants Patagons",1767,NA,,,,,,
3019,,NA,spbk0003781,"Marat, Jean-Paul",Découvertes sur la lumière,NA,NA,,,,,,
3020,,NA,spbk0003782,"Renard, Louis","Histoire naturelle des poissons, ecrevisses et crabes des indes = Natuurlijke historie der indische visschen, kreeften, en krabben",1782,NA,,,,,,
3021,,NA,spbk0003783,"Helvétius, Jerome","Paul-Jones, ou prophéties sur l'Amérique, l'Angleterre, la France, l'Espagne, la Holland, &c.",1781,NA,,,,,,
3022,,NA,spbk0003784,"Cambridge, Richard Owen",The Fakeer: a tale,1756,NA,,,,,,
3023,,NA,spbk0003787,"Marone, Andrea",Angelique: poème trad. de l'italien d'Andrea Marone,1780,NA,,,,,,
3024,,NA,spbk0003788,"Hilliard d’Auberteuil, Michel-René",Essais historiques et politiques sur les Anglo-américains,1781-1782,NA,,,,,,
3025,,NA,spbk0003789,"Lussan, Marguerite de","Anecdotes de la cour de Philippe-Auguste - Suite des Anecdotes de la cour de Philippe-Auguste, par Mlle de Lussan",1782,NA,,,,,,
3026,,NA,spbk0003790,"Legrand d'Aussy, Pierre Jean-Baptiste",Histoire de la vie privée des Français depuis l'origine de la nation jusqu'à nos jours,1782,NA,,,,,,
3027,,NA,spbk0003792,"Chaillet, Henri-David",Sermons sur les dogmes fondamentaux de la religion naturelle,1783,NA,,,,,,
3028,,NA,spbk0003793,"Pommereul, François-René-Jean [de]",Manuel d'Epictète; précédé de réflexions sur ce philosophie & sur la morale des stoïciens,1783,NA,,,,,,
3029,,NA,spbk0003794,"Philipon de La Madelaine, Louis",Moyens (des) d'indemniser l'innocence injustement accusée & punie,NA,NA,,,,,,
3030,,NA,spbk0003795,"Faber, Mme","Droit (le) de nature, imité du poème de Mr. Lichtwehr",1777,NA,,,,,,
3031,,NA,spbk0003797,"Rutledge, Jean Jacques [chevalier]","Essais politiques sur l'état actuel de quelques puissances, par M. R. C. B.",1777,NA,,,,,,
18,0.13961374759674072,NA,spbk0003798,"Marmontel, Jean-François",Contes moraux,NA,NA,b'',b'spbk0000405',"b'Le Prince de Beaumont, Marie'",b'Contes moraux',b'1774',b''
3032,,NA,spbk0003800,"Palteau, Formanoir","Nouvelle construction de ruches de bois, avec la façon de gouverner les abeilles et l'histoire naturelle de ces insectes",1737,NA,,,,,,
3033,,NA,spbk0003801,"Fougeret de Monbron, Louis-Charles",Henriade (la) travestie en vers burlesques,NA,NA,,,,,,
3034,,NA,spbk0003802,"Mailhol, Gabriel","Bonnets (les), ou Talemik et Zinéra. Histoire moderne, traduite de l'arabe",1765,NA,,,,,,
3035,,NA,spbk0003803,NA,[Collection des poètes],NA,NA,,,,,,
3036,,NA,spbk0003804,NA,Essai sur la prévention,NA,NA,,,,,,
3037,,NA,spbk0003806,"Baer, Frédéric-Charles","Mémoire sur la plantation & la récolte des orties, ainsi que sur l'avantage incontestable qu'on peut tirer pour engraisser le bétail",1783,NA,,,,,,
3038,,NA,spbk0003807,"Boyer, Abel","Dictionnaire royal françois-anglois & anglois-françois, en abrégé, par Boyer",NA,NA,,,,,,
3039,,NA,spbk0003808,"Rogissart, Max [de]","Nouvelle grammaire angloise, par Mr. Rogissard",NA,NA,,,,,,
3040,,NA,spbk0003812,Pluchon-Destouches,"Petit-neveu (le) de Bocace, ou Contes nouveaux en vers",NA,NA,,,,,,
3041,,NA,spbk0003813,"Piis, Augustin [de]","Augustins (les), contes nouveaux",1779,NA,,,,,,
3042,,NA,spbk0003814,"Nobili, Robert [de]","Ezour-Védam (l'), ou Ancien commentaire du Védam: contenant l'exposition des opinions religieuses et philosophiques des Indiens  ",1778,NA,,,,,,
3043,,NA,spbk0003815,"Elie de Beaumont, Anne-Louise Dumesnil-Morin [Mme]",Lettres du marquis de Roselle,NA,NA,,,,,,
3044,,NA,spbk0003816,"Raynal, Guillaume-Thomas-François","Considérations sur la paix de 1783, envoyées par l'abbé Raynal au prince Frédéric Henri de Prusse",1783,NA,,,,,,
3045,,NA,spbk0003820,Répécaud,[Thèses de Répécaud],NA,NA,,,,,,
3046,,NA,spbk0003821,NA,[Art d'aroser les prels (?)],NA,NA,,,,,,
3047,,NA,spbk0003822,NA,[Lettres des américains],NA,NA,,,,,,
3048,,NA,spbk0003823,"Polier de Saint-Germain, Antoine","Gouvernement (du) des moeurs, par Mr. Polier de St. Germain, bourguemaitre de la ville de Lausanne",1785,NA,,,,,,
3049,,NA,spbk0003823,"Polier de Saint-Germain, Antoine",Gouvernement (du) des moeurs ,1784,NA,,,,,,
3050,,NA,spbk0003826,"Voltaire, François Marie Arouet",Bible (la) enfin expliquée par plusieurs aumôniers de S.M.L.R.D.P.,1777,NA,,,,,,
3051,,NA,spbk0003826,"Voltaire, François Marie Arouet",Bible (la) enfin expliquée,NA,NA,,,,,,
3052,,NA,spbk0003830,"Rousseau, Jean Jacques","Portraits d'Emile et de Sophie, tirés des oeuvres de J.J. Rousseau, avec des pensées et maximes morales, dédiés aux jeunes personnes de l'un et de l'autre sexe ",1784,NA,,,,,,
3053,,NA,spbk0003834,Suisse. Diète fédérale,"Recès de la Diète des douze anciens cantons des Ligues suisse, tenue à Baden le 10 juillet 1549, envoyé au duc de Guise, gouverneur du duché de Bourgogne, pour faire jouir des exemptions du péage les gens du comté de Neuchâtel, comme faisant partie des Ligues suisses",1784,NA,,,,,,
3054,,NA,spbk0003836,"Schmidt, Anton Wilhelm","Lyndamine, ou l'optimisme des pays chauds",1778,NA,,,,,,
3055,,NA,spbk0003839,"Rieu, Henri","Essai sur la société et les moeurs des Italiens, ou Lettres d'un voyageur anglois sur l'Italie, traduit de l'anglois de Mr. Moore",1782,NA,,,,,,
161,0.2219567,NA,spbk0003842,NA,[Essais de littérature],NA,NA,b'',b'spbk0003842',b'',b'[Essais de litt\xc3\xa9rature]',b'',b''
3056,,NA,spbk0003843,"Colardeau, Charles Pierre",Oeuvres de Colardeau,NA,NA,,,,,,
3057,,NA,spbk0003846,"Quincy, L.-D.-C.-H.-D.",Mémoires sur la vie de M. le Cte de Marsigli... par M. L.-D.-C.-H.-D. Quincy,1741,NA,,,,,,
3058,,NA,spbk0003847,"La Suze, Henriette de Coligny [comtesse de]",Recueil de pièces galantes en prose et en vers,NA,NA,,,,,,
3059,,NA,spbk0003849,"Lesage, Alain René","Aventures (les) de Monsieur Robert Chevalier, dit De Beauchêne capitaine de flibustiers de la Nouvelle-France",1780,NA,,,,,,
3060,,NA,spbk0003852,NA,[Contes des fées],NA,NA,,,,,,
3061,,NA,spbk0003854,NA,[Histoire de Chalons],NA,NA,,,,,,
3062,,NA,spbk0003856,"Félice, Fortunato Bartholomeo [de]",Tableau raisonné de l'histoire littéraire,1782-1783,NA,,,,,,
3063,,NA,spbk0003857,"Démeunier, Jean-Nicolas","Voyage aux Moluques et à la Nouvelle Guinée fait sur la galère ""La Tartare"" en 1774, 1775 et 1776 par ordre de la compagnie angloise, par le capitaine Forrest",1780,NA,,,,,,
3064,,NA,spbk0003859,"Bonnet, Charles",Ecrits divers sur l'histoire naturelle & la philosophie de Bonnet,1782,NA,,,,,,
3065,,NA,spbk0003860,"Gautier, Pierre",Essai d'une nouvelle méthode pour apprendre et pour enseigner facilement et en peu de temps la géographie,1783,NA,,,,,,
3066,,NA,spbk0003867,"Gueullette, Thomas Simon",Mille (les) et un quart-d'heure,NA,NA,,,,,,
3067,,NA,spbk0003871,NA,[Lettres de Cleveland],NA,NA,,,,,,
3068,,NA,spbk0003876,NA,Pensées sur les femmes et le mariage dédiées aux hommes par un vieux militaire,1782,NA,,,,,,
3069,,NA,spbk0003878,"Guérinière, François Robichon (de la)",Elémens de cavalerie,NA,NA,,,,,,
3070,,NA,spbk0003879,"Jacquier, François",Élémens du calcul intégral,1768,NA,,,,,,
3071,,NA,spbk0003880,"Lo-Looz, Robert [chevalier de]","Recherches sur l'art militaire, ou Essai d'application de la fortification à la tactique ",NA,NA,,,,,,
3072,,NA,spbk0003882,"Zannowich, Stephano","Poésie et la philosophie d'un turc à 81 queues, à 3 plumes de héron, à 2 aigrettes et à 1 collier d'émeraudes",1779,NA,,,,,,
3073,,NA,spbk0003883,NA,[Réflexions militaires],NA,NA,,,,,,
3074,,NA,spbk0003884,"Courtilz de Sandras, Gatien [de]","Mémoires de M. de Bordeaux, intendant des finances, par M. G. D. C.",NA,NA,,,,,,
3075,,NA,spbk0003885,NA,[Magistrat (le)],NA,NA,,,,,,
3076,,NA,spbk0003887,NA,[Wathek],NA,NA,,,,,,
3077,,NA,spbk0003888,"Autreau, Jacques","Faux (les) amis démasqués, comédie en 5 actes et en vers, par Autreau",1784,NA,,,,,,
3078,,NA,spbk0003889,"Burney d'Arblay, Frances","Cecilia, ou Mémoires d'une héritière par l'auteur d'Evelina; traduits de l'anglois",1783,NA,,,,,,
3079,,NA,spbk0003889,"Burney d'Arblay, Frances","Cecilia, ou Mémoires d'une héritière",NA,NA,,,,,,
3080,,NA,spbk0003890,NA,[Ennemis curieuses/genereuses],NA,NA,,,,,,
3081,,NA,spbk0003892,"Raynal, Guillaume-Thomas-François",[Atlas à l'histoire philosophique de Raynal],NA,NA,,,,,,
3082,,NA,spbk0003896,NA,"Réforme du clergé, par l'auteur du C. C.",1783,NA,,,,,,
3083,,NA,spbk0003899,"Falques, Marianne-Agnès",Dernière (la) Guerre des bêtes,NA,NA,,,,,,
3084,,NA,spbk0003903,"Mirabeau, Honoré-Gabriel Riqueti [comte de]","Libertin (le) de qualité, ou Ma Conversion ",NA,NA,,,,,,
3085,,NA,spbk0003904,NA,Portrait de Bonnet,NA,NA,,,,,,
3086,,NA,spbk0003908,NA,"Observations sur l'état actuel de la République des Provinces-Unies, et sur la liberté de l'Escaut",1784,NA,,,,,,
3087,,NA,spbk0003909,"Saint-Valier, Joly [de]","Histoire raisonnée des opérations militaires et politiques de la dernière guerre, suivie d'observations sur la révolution qui est arrivée dans les moeurs et sur celle qui est sur le point d'arriver dans la Constitution d'Angleterre, par M. Joly de St-Valier ",1783,NA,,,,,,
3088,,NA,spbk0003919,"Tissot, Samuel Auguste André David","Essai sur les moyens de perfectionner les études de médécine, par Mr. S.A.D. Tissot ",1785,NA,,,,,,
3089,,NA,spbk0003925,"Robertson, William",Oeuvres de Robinson,NA,NA,,,,,,
3090,,NA,spbk0003927,NA,[Discours sur le progrès],NA,NA,,,,,,
3091,,NA,spbk0003928,"Gervaise, François Armand","Vie (la) de Pierre Abeillard, abbé de Saint-Gildas de Ruis... et celle d'Héloïse, son épouse ",NA,NA,,,,,,
3092,,NA,spbk0003930,"Mirabeau, Honoré-Gabriel Riqueti [comte de]",Caisse (de la) d'escompte,1785,NA,,,,,,
3093,,NA,spbk0003932,"Sigaud de La Fond, Joseph-Aignan","Traité de l'électricité, dans lequel on expose, et on démontre par expérience, toutes les découvertes électriques faites jusqu'à ce jour, pour servir de suite aux Leçons de physique du même auteur",NA,NA,,,,,,
3094,,NA,spbk0003933,"Plutarchus, Lucius Mestrius",Oeuvres de Plutarque [Grec et Latin],NA,NA,,,,,,
3095,,NA,spbk0003936,"Sherlock, William","Immortalité (de l') de l'ame, et de vie éternelle",1755,NA,,,,,,
3096,,NA,spbk0003937,NA,[Cooks],NA,NA,,,,,,
3097,,NA,spbk0003939,"Luchet, Jean-Pierre-Louis de La Roche du Marin [marquis de]",Mémoires authentiques pour servir à l'histoire du comte de Cagliostro,1785,NA,,,,,,
3098,,NA,spbk0003943,"Moyriac de Mailla, Joseph-Anne-Marie [de]","Histoire générale de la Chine, ou Annales de cet empire, traduites du Tong-Kien-Kang-Mou",1777-1785,NA,,,,,,
3099,,NA,spbk0003944,"Le Virloys, C.-F.-Roland","Dictionnaire d'architecture civile, militaire et navale, antique, ancienne et moderne",1770-1771,NA,,,,,,
3100,,NA,spbk0003945,"Savérien, Alexandre","Dictionnaire historique, théorique et pratique de Marine",NA,NA,,,,,,
3101,,NA,spbk0003946,"Marivaux, Pierre [de}",Oeuvres complètes de M. de Marivaux,1781,NA,,,,,,
3102,,NA,spbk0003947,"Picart, Bernard","Chef-d'oeuvres de l'antiquité sur les beaux-arts, monuments précieux de la religion des Grecs et des Romains, de leurs sciences, de leurs loix... gravés en taille-douce par Bernard Picart et publiés par M. Poncelin de La Roche-Thilac",1784,NA,,,,,,
3103,,NA,spbk0003949,"Mentelle, Edme",[Atlas de Mentelle],NA,NA,,,,,,
3104,,NA,spbk0003950,NA,[Elémens de la géométrie],NA,NA,,,,,,
3105,,NA,spbk0003951,"Dupuis, Charles","Traité d'architecture, comprenant les cinq ordres des anciens établis dans une juste proportion entre eux",1782,NA,,,,,,
3106,,NA,spbk0003953,NA,[Tableau de littérature],NA,NA,,,,,,
3107,,NA,spbk0003954,NA,[Atlas d'Allemagne],NA,NA,,,,,,
3108,,NA,spbk0003955,"Razoumowsky, Grégoire [de]",Oeuvres de Monsieur le comte Grégoire de Razoumowsky,1784,NA,,,,,,
3109,,NA,spbk0003959,"Fleuriot, Jean-Marie-Jérôme",Voyage en Espagne. Par M. le marquis de Langle,NA,NA,,,,,,
3110,,NA,spbk0003960,"Caimo, Norberto",Voyage d'Espagne fait en l'année 1755,NA,NA,,,,,,
3111,,NA,spbk0003961,"Bowles, William","Introduction à l'histoire naturelle et à la géographie physique de l'Espagne, traduite de l'original espagnol de Guillaume Bowles par le vicomte de Flavigny",1776,NA,,,,,,
3112,,NA,spbk0003962,"Vernes, François","Voyageur (le) sentimental, ou ma promenade à Yverdun, par Vernes le fils",1786,NA,,,,,,
3113,,NA,spbk0003964,"Le Fébvre, Simon","Oeuvres complettes de M. Le Febvre, art d'attaquer et défendre les places, traité des mines &c",1778,NA,,,,,,
3114,,NA,spbk0003966,NA,[Essai sur la littérature de Trembley],NA,NA,,,,,,
3115,,NA,spbk0003969,"Mauvillon, Éléazar [de]",Nouveau dictionnaire des Passagers,1786,NA,,,,,,
162,0.21764185,NA,spbk0003971,"Fielding, Henry",Bibliothèque ou Choix des meilleurs romans anglois,1781-1782,NA,b'',b'spbk0003971',"b'Fielding, Henry'",b'Biblioth\xc3\xa8que ou Choix des meilleurs romans anglois',b'1781-1782',b''
3116,,NA,spbk0003971,"Fielding, Henry",Oeuvres de Fielding ,1781-1782,NA,,,,,,
162,0.21764185,NA,spbk0003971,"Fielding, Henry",[Bibliothèque ou Choix des meilleurs romans anglois],NA,NA,b'',b'spbk0003971',"b'Fielding, Henry'",b'Biblioth\xc3\xa8que ou Choix des meilleurs romans anglois',b'1781-1782',b''
3117,,NA,spbk0003973,"Vincent, N.",Lettres d'un membre du Congrès américain à divers membres du parlement d'Angleterre,1779,NA,,,,,,
3118,,NA,spbk0003973,"Vincent, N.","L'Amériquain aux Anglois, ou Observations d'un membre des États Unis de l'Amérique, à divers ministres d'Angleterre",1781,NA,,,,,,
3119,,NA,spbk0003976,Rondet Laurent Etienne,"Apparat royal, dictionnaire françois et latin, enrichi des meilleures expressions en l'une & l'autre langue, & mis dans un ordre très-facile & très-méthodique",NA,NA,,,,,,
3120,,NA,spbk0003976,Rondet Laurent Etienne,Grand Apparat (le) françois et latin,1752,NA,,,,,,
163,0.23429820934931433,NA,spbk0003977,"Riccoboni, Marie-Jeanne Laboras de Mézières",Collection complète des oeuvres de Madame Riccoboni,1773,NA,b'',b'spbk0003977',"b'Riccoboni, Marie-Jeanne Laboras de M\xc3\xa9zi\xc3\xa8res'",b'Collection compl\xc3\xa8te des oeuvres de Madame Riccoboni',b'1783',b''
163,0.23429820934931433,NA,spbk0003977,"Riccoboni, Marie-Jeanne Laboras de Mézières",Collection complète des oeuvres de Madame Riccoboni,1783,NA,b'',b'spbk0003977',"b'Riccoboni, Marie-Jeanne Laboras de M\xc3\xa9zi\xc3\xa8res'",b'Collection compl\xc3\xa8te des oeuvres de Madame Riccoboni',b'1783',b''
163,0.23429820934931433,NA,spbk0003977,"Riccoboni, Marie-Jeanne Laboras de Mézières",Collection complète des oeuvres de Madame Riccoboni,1787,NA,b'',b'spbk0003977',"b'Riccoboni, Marie-Jeanne Laboras de M\xc3\xa9zi\xc3\xa8res'",b'Collection compl\xc3\xa8te des oeuvres de Madame Riccoboni',b'1783',b''
163,0.21810024976730347,NA,spbk0003977,"Riccoboni, Marie-Jeanne Laboras de Mézières",[Collection complète des oeuvres de Madame Riccoboni],1786,NA,b'',b'spbk0003977',"b'Riccoboni, Marie-Jeanne Laboras de M\xc3\xa9zi\xc3\xa8res'",b'Collection compl\xc3\xa8te des oeuvres de Madame Riccoboni',b'1783',b''
3121,,NA,spbk0003979,"La Beaumelle, Laurent Anglivie [de]","Asiatique (l') tolérant, traité à l'usage de Zéokinizul, roi des Kofirans, surnommé le Chéri, ouvrage traduit de l'arabe du voyageur Bekrinoll par M. de ***",1779,NA,,,,,,
3122,,NA,spbk0003985,"Pfennig, Johann Christoph","Anleitung zur gründlichen und nützlichen Kenntniss der neuesten Erdbeschreibung: nach den brauchbarsten Landkarten, vornemlich zum Unterricht der Jugend",NA,NA,,,,,,
3123,,NA,spbk0003994,"Mentelle, Edme","Géographie comparée, ou analyse de la géographie ancienne et moderne",NA,NA,,,,,,
3124,,NA,spbk0003995,"Mentelle, Edme","Choix de lectures géographiques et historiques, présentées dans l'ordre qui a paru le plus propre à faciliter l'étude de la géographie de l'Asie, de l'Afrique et de l'Amérique, précédé d'un abrégé de géographie, avec des cartes, par M. Mentelle ",1783,NA,,,,,,
3125,,NA,spbk0003999,NA,"Cagliostro démasqué à Varsovie, ou Relation authentique de ses opérations alchimiques et magiques faites dans cette capitale en 1780. Par un témoin oculaire",1786,NA,,,,,,
3126,,NA,spbk0004000,NA,Instruction derniere de Frédéric le Grand à son neveu,1786,NA,,,,,,
3127,,NA,spbk0004001,"Hamilton, Anthony",Oeuvres du Cte Antoine Hamilton,1776,NA,,,,,,
3128,,NA,spbk0004002,"Bernard, Pierre Joseph",Oeuvres complètes,1775,NA,,,,,,
3129,,NA,spbk0004004,"Rollin, Charles",Manière (de la) d'enseigner et d'étudier les Belles Lettres,NA,NA,,,,,,
3130,,NA,spbk0004009,Piroux [architecte],"Moyens de préserver les édifices d'incendies et d'empêcher le progrès des flammes, par M. Piroux",1782,NA,,,,,,
3131,,NA,spbk0004014,"Taitbout, Julien","Abrégé élémentaire d'astronomie, de physique, d'histoire naturelle, de chymie, d'anatomie, de géométrie et de méchanique. Par M. T. B",1777,NA,,,,,,
3132,,NA,spbk0004018,"Savary, Claude Etienne","Lettres sur l'Egypte: où l'on offre le parallèle des moeurs anciennes & modernes de ses habitans, où l'on décrit l'état, le commerce, l'agriculture, le gouvernement du pays & la descente de S. Louis à Damiette, tirée de Joinville & des auteurs arabes ",1786,NA,,,,,,
3133,,NA,spbk0004020,"La Caille, Nicolas-Louis [de] [abbé]",Journal historique du voyage fait au Cap de Bonne-Espérance par feu M. l'abbé de La Caille... Précédé d'un discours sur la vie de l'auteur,1763,NA,,,,,,
3134,,NA,spbk0004022,"Besançon, Etienne Modeste","Dictionnaire portatif de la campagne: comprenant les vrais noms de tous les instrumens, de leurs parties, de leurs usages, & autres objets surtout de la campagne que les savans même ne savent point exprimer en françois, quoiqu'ils les connoissent & en sachent l'usage",1786,NA,,,,,,
3135,,NA,spbk0004023,"Mauvillon, Éléazar [de]","Histoire de la vie, du règne et du détrônement d'Iwan III, empereur de Russie, assassiné à Schlüsselbourg dans la nuit du 15 au 16 juillet 1764",1766,NA,,,,,,
3136,,NA,spbk0004024,"Nardin, Jean Frédéric","Prédicateur (la) évangélique, ou sermons pour tous les dimanches et les principales fêtes de l'année",1766-1768,NA,,,,,,
3137,,NA,spbk0004025,"Moufle d'Angerville, Berthélemy-François-Joseph","Journal historique de la révolution opérée dans la constitution de la monarchie françoise par M. de Maupeou, ",NA,NA,,,,,,
3138,,NA,spbk0004028,"Werkmeister, Benedikt Maria Leonhard [von]","Trauerrede zum Gedächtniß der Durchl. Fürstin Maria Theresia, Reichsfürstin zu Oettingen-Oettingen und Oettingen-Wallerstein",1776,NA,,,,,,
3139,,NA,spbk0004029,"Boileau, Nicholas",Lutrin (le): poème héroï-comique,NA,NA,,,,,,
3140,,NA,spbk0004030,"Mably, Gabriel Bonnot [de]",Oeuvres politiques de M. l'abbé de Mably,1777,NA,,,,,,
3141,,NA,spbk0004030,"Mably, Gabriel Bonnot [de]",Oeuvres complètes de l'Abbé de Mably,NA,NA,,,,,,
3142,,NA,spbk0004031,NA,[Colloque],NA,NA,,,,,,
3143,,NA,spbk0004032,NA,[Chansons posthumes],NA,NA,,,,,,
3144,,NA,spbk0004036,"Bonnet, Charles",Recherches philosophiques sur les preuves du christianisme,1770,NA,,,,,,
3145,,NA,spbk0004037,"Restif de la Bretonne, Nicolas-Edmé","Nouvel (le) Abeilard, ou Lettres de deux amans qui ne se sont jamais vus",1779,NA,,,,,,
3146,,NA,spbk0004038,"Butini, Jean-Antoine","Abrégé de la chronologie des anciens royaumes, par M. Newton, traduit de l'anglais de M. Reid",1743,NA,,,,,,
3147,,NA,spbk0004039,"Luya, Jean Pierre",Amusemens arithmétiques et algébriques de la campagne... par M. J. Luya,1780,NA,,,,,,
3148,,NA,spbk0004041,"André, Pierre","Ami (l') du peuple français, Mémoire adressé à Mr Turgot... par le fils d'un laboureur",1776,NA,,,,,,
3149,,NA,spbk0004042,"Voltaire, François Marie Arouet",Voix (la) du curé sur le procès des habitans du Mont Jura,1775,NA,,,,,,
3150,,NA,spbk0004043,"Sepp, Christiaan","Nouvel Atlas des enfants, ou principes clairs pour apprendre facilement et en fort peu de temps la géographie",1776,NA,,,,,,
3151,,NA,spbk0004045,"Brezé, Gioacchino Bonaventura Argentero","Observations historiques et critiques sur les commentaires de Folard et sur la cavalerie, par le comte de Brézé,..",1772,NA,,,,,,
3152,,NA,spbk0004046,"Gessner, Salomon",Der Tod Abels,NA,NA,,,,,,
3153,,NA,spbk0004046,"Gessner, Salomon",Mort (la) d'Abel: poème en cinq chants,NA,NA,,,,,,
