Cluster ID,confidence_score,UUID,super_book_code,primary_author_name,full_book_title,stated_publication_years,illegal_date,canonical_UUID,canonical_super_book_code,canonical_primary_author_name,canonical_full_book_title,canonical_stated_publication_years,canonical_illegal_date
1697,,NA,spbk0001911,"Prévost, Antoine François","Philosophe (le) anglois, ou Histoire de M. Cleveland",NA,NA,,,,,,
1698,,NA,spbk0001912,"Mercier, Louis-Sébastien","Philosophe (le) du Port-au-bled: article du Journal de Paris, pour le 23 octobre 1781, de la lune le 7",1781,NA,,,,,,
1699,,NA,spbk0001914,"Voltaire, François Marie Arouet",Philosophe (le) ignorant,1767,NA,,,,,,
1700,,NA,spbk0001915,"Delisle de Sales, Jean-Baptiste-Claude Izoard",Philosophie (de la) de la nature,NA,NA,,,,,,
1701,,NA,spbk0001917,"Argens, Jean-Baptiste de Boyer [marquis d']","Philosophie (la) du bon-sens, ou Réflexions philosophiques sur l'incertitude des connoissances humaines",1768,NA,,,,,,
1702,,NA,spbk0001918,"Voltaire, François Marie Arouet","Philosophie (la) de l'histoire, par feu M. l'abbé Bazin",NA,NA,,,,,,
1703,,NA,spbk0001919,"Mirabeau, Victor de Riquetti [marquis de]",Philosophie rurale: ou Economie générale et politique de l'agriculture,1764,NA,,,,,,
1704,,NA,spbk0001920,"Haller, Albrecht [von]",Alberti von Haller … Primae lineae physiologiae,1771,NA,,,,,,
1705,,NA,spbk0001921,"Quesnay, François","Physiocratie, ou Constitution naturelle du gouvernement le plus avantageux au genre humain, recueil publié par Du Pont",1768-1769,NA,,,,,,
1706,,NA,spbk0001922,"Mendelssohn, Moses","Phédon, ou Entretiens sur la spiritualité et l'immortalité de l'ame. Par M. Mosès Mendels-Sohn... Traduit de l'allemand, par M. Junker",1772,NA,,,,,,
1707,,NA,spbk0001924,"Voltaire, François Marie Arouet","Pièces curieuses et intéressantes, concernant la famille Calas qui ont été fournies par Mr. de Voltaire  ",1768,NA,,,,,,
1708,,NA,spbk0001925,"Voltaire, François Marie Arouet","Pièces philosophiques, littéraires & historiques par M. de Voltaire",1785,NA,,,,,,
1709,,NA,spbk0001927,"Puységur, François-Jacques-Maximilien de Chastenet [marquis de]","Pièces détachées, relatives au clergé séculier et régulier",1773,NA,,,,,,
98,0.2829182,NA,spbk0001928,NA,Pièces intéressantes et peu connues pour servir à l'histoire,1781,NA,b'',b'spbk0001928',"b'La Place, Pierre Antoine de'","b""Pi\xc3\xa8ces int\xc3\xa9ressantes et peu connues pour servir \xc3\xa0 l'histoire""",b'1781',b''
1710,,NA,spbk0001928,"La Place, Pierre Antoine de","Pièces intéressantes et peu connues, pour servir a l'histoire",1781,NA,,,,,,
98,0.2829182,NA,spbk0001928,"La Place, Pierre Antoine de",Pièces intéressantes et peu connues pour servir à l'histoire,1781-1790,NA,b'',b'spbk0001928',"b'La Place, Pierre Antoine de'","b""Pi\xc3\xa8ces int\xc3\xa9ressantes et peu connues pour servir \xc3\xa0 l'histoire""",b'1781',b''
1711,,NA,spbk0001929,NA,"Pièces justificatives concernant la déclaration des sentimens faussement attribués à M. de Ripert de Monclar, procureur-général au Parlement de Provence",1773,NA,,,,,,
1712,,NA,spbk0001930,"Holbach, Paul Henri Dietrich [d']","Pièces philosophiques contenant i. ""Parité de la vie et de la mort,"" ii. ""Dialogues sur l'âme,"" iii. ""Brunus redivivus, ou traité des erreurs populaires, ouvrage critique, historique et philosophique, imité de Pompance.""",NA,NA,,,,,,
1713,,NA,spbk0001931,"Voltaire, François Marie Arouet","Pièces échappées du portefeuille de M. de Voltaire, comte de Tournay",1759,NA,,,,,,
1714,,NA,spbk0001932,"Decker, Matthew",Recueil de quelques pièces rélatives aux finances et au commerce de l'Angleterre. Traduit de l'anglois.,1771,NA,,,,,,
1715,,NA,spbk0001933,NA,Pièces heureusement échappées de la France,1775,NA,,,,,,
1716,,NA,spbk0001934,"Dorat, Claude Joseph","Plaisirs (les) de l'amour, ou Recueil de contes, histoires et poëmes galans",1782,NA,,,,,,
1717,,NA,spbk0001935,NA,Plaisirs (les) de tous les siècles et de tous les âges,NA,NA,,,,,,
1718,,NA,spbk0001936,NA,"Plaisirs (les) du cloître, comédie en trois actes et en vers libres, par de M.D.L.C.A.P",NA,NA,,,,,,
1719,,NA,spbk0001937,Delsuc,"Plaisirs (les) secrets d'Angélique, ou ses voyages au bout du monde",NA,NA,,,,,,
1720,,NA,spbk0001938,"Petitpierre, Ferdinand-Olivier","Plan (le) de Dieu envers les hommes, tel qu'il l'a manifesté dans la nature et dans la grâce... par Ferdinand-Olivier Petitpierre",1786,NA,,,,,,
1721,,NA,spbk0001939,NA,"Plan de Législation sur les matières criminelles, précédé d'un discours sur les loix par M. Le F***",1779,NA,,,,,,
1722,,NA,spbk0001941,"Rilliet de Saussure, Théodore","Planta gagnant sa vie en honnête homme, ou Confrontations de M. le baron de Planta & de spectable Théodore Rilliet",1782,NA,,,,,,
1723,,NA,spbk0001941,"Rilliet de Saussure, Théodore",Planta gagnant sa vie en honnête homme,NA,NA,,,,,,
1724,,NA,spbk0001945,"Léonard, Nicolas Germain","Poesies pastorales, suivies de la voix de la nature, poeme. Des lettres de Sainville & de Sophie, & d'autres Pieces en Prose & en Vers",1771,NA,,,,,,
1725,,NA,spbk0001946,"Vernes, François",Poésies de Monsieur Vernes le fils,1783,NA,,,,,,
1726,,NA,spbk0001947,"Seriot, Ant","Poids, titre et valeur de différentes espèces d'or et d'argent, determinés, d'après les ordonnances de France, et d'après plusieurs essais authentiques, vérifiés avec la plus grandes exactitude",1786,NA,,,,,,
1727,,NA,spbk0001948,"Holbach, Paul Henri Dietrich [d']","Politique (la) naturelle, ou discours sur les vrais principes du gouvernement par un ancien magistrat",NA,NA,,,,,,
1728,,NA,spbk0001950,"Château-Lyon, Pierre Louis d'Aquin [de]","Portefeuille (le) trouvé, ou tablettes d'un curieux contenant une quantité de pièces fugitives de M. de Voltaire qui ne sont dans aucune de ses éditions",NA,NA,,,,,,
1729,,NA,spbk0001951,NA,Portefeuille d'un exempt de police,1785,NA,,,,,,
1730,,NA,spbk0001952,"Du Laurens, Henri-Joseph","Porte-feuille (le) d'un philosophe, ou Mélange de pièces philosophiques, politiques, critiques, satyriques et galantes, etc. d'après une note ms",1770,NA,,,,,,
1731,,NA,spbk0001953,NA,Portrait de Buffon,NA,NA,,,,,,
99,0.21178383,NA,spbk0001954,"Mercier, Louis-Sébastien","Portrait de Philippe II, roi d'Espagne",1785,NA,b'5daedca9-34e2-46b5-ae86-5a73e03cb15a',b'spbk0001954',"b'Mercier, Louis-S\xc3\xa9bastien'","b""Portrait de Philippe II, roi d'Espagne""",b'1785',b'1785'
1732,,NA,spbk0001956,"Mercier, Louis-Sébastien","Portraits des rois de France, par M. Mercier",1783,NA,,,,,,
1733,,NA,spbk0001957,NA,"Pot (le) aux roses, ou correspondance secrète et familière de l'honorable Thomas Boot, cordonnier royal, avec Sa Majesté George III, roi de la Grande Bretagne et ses ministres les Lords Stormont, Sandwich, Germaine, et North, sur les affaires présentes de l'Europe",NA,NA,,,,,,
100,0.2829182,NA,spbk0001958,"Voltaire, François Marie Arouet",Pot-pourri,NA,NA,b'5999510a-0390-489a-b83a-84338aa99c19',b'spbk0001958',"b'Voltaire, Fran\xc3\xa7ois Marie Arouet'",b'Pot-pourri',b'',b'1782'
1734,,NA,spbk0001959,"Brissot de Warville, Jacques-Pierre","Pot-pourri (le), étrennes aux gens de lettres",NA,NA,,,,,,
1735,,NA,spbk0001960,NA,"Poésie, rime &c.",NA,NA,,,,,,
1736,,NA,spbk0001961,"Haller, Albrecht [von]","Poesie del sig. Alberto Haller, tradotte in versi italiani dal sig. A. S.",1768,NA,,,,,,
1737,,NA,spbk0001961,"Haller, Albrecht [von]",Poesies de M. Haller traduites de l'allemand,1775,NA,,,,,,
1738,,NA,spbk0001962,"Colletet, Guillaume","Poésies gaillardes, galantes et amoureuses de ce temps",NA,NA,,,,,,
1739,,NA,spbk0001963,"Bridel, Jean-Philippe-Louis","Poésies helvétiennes, par M. B***",1782,NA,,,,,,
1740,,NA,spbk0001964,"Horatius Flaccus, Quintus","Poésies (les) d'Horace, traduites en françois par Mr. l'abbé Batteux ",1763,NA,,,,,,
1741,,NA,spbk0001964,"Horatius Flaccus, Quintus","Poésies (les) d'Horace, traduites en françois",1768,NA,,,,,,
1742,,NA,spbk0001966,"Mangenot, Louis",Poésies de Mr. l'abbé Mangenot,1776,NA,,,,,,
1743,,NA,spbk0001967,"Duvigneau, Pierre Hyacinthe",Poésies diverses,1776,NA,,,,,,
1744,,NA,spbk0001968,"Schabol, Roger",Pratique (la) du jardinage,NA,NA,,,,,,
1745,,NA,spbk0001969,NA,"Précieuse (la) collection, ou Recueil des pensées les plus sublimes des anciens & des modernes, avec un choix des plus beaux traits de l'Histoire, à l'usage des adolescens & des hommes faits ",1786,NA,,,,,,
1746,,NA,spbk0001970,Bousquet,Précis des connaissances nécessaires pour exercer l'art des accouchements,1779,NA,,,,,,
1747,,NA,spbk0001971,"Butel-Dumont, Georges-Marie","Essai sur les causes principales qui ont contribué à détruire les deux premières races des rois de France... par l'auteur de la ""Théorie du luxe""",1776,NA,,,,,,
1748,,NA,spbk0001972,"Midy-Héron, Pierre-Nicolas","Lettre et seconde lettre de M. Midy... à M. Panckoucke, imprimeur du ""Grand vocabulaire françois""",1767-1768,NA,,,,,,
1749,,NA,spbk0001973,"Pictet, Benedict","Prières pour tous les jours de la semaine, et sur divers sujets",NA,NA,,,,,,
1750,,NA,spbk0001974,"Pinel, Michel",Primatu (De) Romani Pontificis = Primauté (de la) du pape,1770,NA,,,,,,
1751,,NA,spbk0001975,"La Fayette, Marie-Madeleine Pioche de La Vergne",Princesse (la) de Clèves; suivi de La Princesse de Montpensier,NA,NA,,,,,,
1752,,NA,spbk0001976,"Voltaire, François Marie Arouet",Princesse de Babylonne,1768,NA,,,,,,
1753,,NA,spbk0001977,"Haller, Albrecht [von]","Artis medicae principes, Hippocrates, Aretaeus, Alexander, Aurelianus, Celsus, Rhazis. Recensuit, prafatus est Albertus de Haller",1769-1774,NA,,,,,,
1754,,NA,spbk0001981,"Lenglet Du Fresnoy, Nicolas",Principes de l'histoire pour l'éducation de la jeunesse,1756-1770,NA,,,,,,
1755,,NA,spbk0001982,Godin,"Principes de la grammaire, ou rudimens nouveaux de la langue latine, par le P. Godin",NA,NA,,,,,,
1756,,NA,spbk0001983,"Watson, Richard","Principes (les) de la révolution justifiés dans un sermon prêché devant l'Université de Cambridge, le... 29 mai 1776",1777,NA,,,,,,
1757,,NA,spbk0001984,"Mably, Gabriel Bonnot [de]","Principes de morale, par M. l'abbé de Mably",1785,NA,,,,,,
1758,,NA,spbk0001985,"Guérineau de Saint-Péravi, Jean-Nicolas-Marcellin","Principes du commerce opposé au trafic, développés par un homme d'État",1786,NA,,,,,,
1759,,NA,spbk0001986,"Claproth, Johann Christian","Principes du droit naturel, traduit de l'allemand",1771,NA,,,,,,
1760,,NA,spbk0001987,"Home, Francis","Principes (les) de l'agriculture et de la végétation, ouvrage traduit de l'anglois de M. François Home",1761,NA,,,,,,
1761,,NA,spbk0001988,"Wailly, Noël François [de]",Principes généraux et particuliers de la langue française,NA,NA,,,,,,
1762,,NA,spbk0001990,NA,"Principes abrégés sur la théorie et la pratique des changes, avec des applications relatives à Genève, et les démonstrations de la règle de trois et de la règle conjointe",1772,NA,,,,,,
1763,,NA,spbk0001991,"Beguillet, Edme",De principiis vegetationis et agriculturae et de causis triplicis culturae in Burgundia disquisitio physica,NA,NA,,,,,,
1764,,NA,spbk0001992,"Vogel, F. Adam","Privileges (les) des Suisses, ensemble Ceux accordés aux Villes Impériales & Anséatiques, & aux Habitans de Genefe, Résidens en France: Avec Des Observations sur la Justice des Suisses, fondées sur les principes du Droit Public",1770,NA,,,,,,
1765,,NA,spbk0001993,NA,Prix de l'union,1785,NA,,,,,,
1766,,NA,spbk0001994,"Voltaire, François Marie Arouet",Prix de la justice et de l'humanité,1778,NA,,,,,,
1767,,NA,spbk0001995,Mesnier [abbé],"Problême historique, qui des Jésuites, ou de Luther et Calvin, ont le plus nui à l'eglise chrétienne",NA,NA,,,,,,
1768,,NA,spbk0001996,Maupin,Procédé facile et complet avec la leçon sur la grappe et le problème sur le tems juste du décuvage des vins: pour faire et améliorer les vins et les rendre beaucoup plus propres à se conserver dans toutes les années ,1781,NA,,,,,,
1769,,NA,spbk0001997,"Goudar, Ange","Proces (le) des trois rois: Louis XVI de France -Bourbon, Charles III d'Espagne -Bourbon, et George III d'Hanovre, fabricant de boutons",NA,NA,,,,,,
1770,,NA,spbk0001998,"Voltaire, François Marie Arouet","Profession (la) de foy des théistes, par le comte Da ... au R. D.; traduit de l'allemand",NA,NA,,,,,,
1771,,NA,spbk0001999,"Helvétius, Claude-Adrien",Progrès (les) de la raison dans la recherche du vrai. Ouvrage posthume de M. Helvétius,NA,NA,,,,,,
1772,,NA,spbk0002000,"Saint-Pierre, Charles-Irène Castel [de]",Projet pour rendre la paix perpétuelle en Europe et générale entre toutes les puissances de l'Europe,NA,NA,,,,,,
1773,,NA,spbk0002001,"Dorat, Claude Joseph","Prôneurs (les), ou le Tartuffe littéraire comédie",1777,NA,,,,,,
1774,,NA,spbk0002002,NA,Recueil général des proverbes dramatiques en vers et en prose tout imprimés que manuscrits,1785,NA,,,,,,
1775,,NA,spbk0002003,"Brissot de Warville, Félicité","Nouveau précis de l'histoire d'Angleterre, depuis les commencemens de cette monarchie, jusqu'en 1783: Traduit de l'anglois par Miss D. P.",1783,NA,,,,,,
1776,,NA,spbk0002004,Pelosi,"Précis de l'histoire de France, en vers, avec des notes, où l'on développe ce que les vers ne font qu'indiquer ",1776,NA,,,,,,
1777,,NA,spbk0002005,"Raynal, Guillaume-Thomas-François","Précis de l'Histoire philosophique et politique des établissements et du commerce des Européens dans les deux Indes, par C.-Th. Raynal",1782,NA,,,,,,
1778,,NA,spbk0002006,"Didelot, Nicolas",Précis des maladies chroniques & aiguës,1774,NA,,,,,,
101,0.24239719,NA,spbk0002007,"Voltaire, François Marie Arouet",Précis du siècle de Louis XV,1781,NA,b'',b'spbk0002007',"b'Voltaire, Fran\xc3\xa7ois Marie Arouet'",b'Pr\xc3\xa9cis du si\xc3\xa8cle de Louis XV',b'1781',b''
101,0.24239719,NA,spbk0002007,"Voltaire, François Marie Arouet",Précis du siècle de Louis XV,NA,NA,b'',b'spbk0002007',"b'Voltaire, Fran\xc3\xa7ois Marie Arouet'",b'Pr\xc3\xa9cis du si\xc3\xa8cle de Louis XV',b'1781',b''
1779,,NA,spbk0002008,"Bassville, Nicolas-Jean Hugou [de]","Précis historique sur la vie et les exploits de François Le Fort, citoyen de Genève, Général et Grand Amiral de Russie, Vice-Roi du Nowogorod et principal Ministre de Pierre-Le-Grand Empereur de Moskovie ",1784,NA,,,,,,
1780,,NA,spbk0002019,NA,[Puter Bucker Nachdruck],NA,NA,,,,,,
1781,,NA,spbk0002020,"Boullier, David Renaud","Pyrrhonisme (le) de l'Eglise romaine, ou lettres du P.H.B.D.R.A.P. à M*** avec les réponses",NA,NA,,,,,,
1782,,NA,spbk0002021,Deschamps de Saucourt,Qu'est-ce que le pape?,NA,NA,,,,,,
1783,,NA,spbk0002022,"Berthaud, Claude-Louis","Quadrille (le) des enfans, ou systême nouveau de lecture",1785,NA,,,,,,
1784,,NA,spbk0002023,"Voltaire, François Marie Arouet",Questions de Zapata,1766,NA,,,,,,
1785,,NA,spbk0002024,"Voltaire, François Marie Arouet",Questions sur les miracles,1779,NA,,,,,,
1786,,NA,spbk0002025,"Rutledge, Jean Jacques [chevalier]",Quinzaine (la) angloise à Paris,NA,NA,,,,,,
1787,,NA,spbk0002026,"Rosset, François [de]","Quinze joies (les) de mariage, ouvrage très-ancien, auquel on a joint le Blason des fausses amours, le Loyer des folles amours, et le Triomphe des muses contre l'amour. Le tout enrichi de remarques et de diverses leçons",NA,NA,,,,,,
1788,,NA,spbk0002027,"Schellenberg, Johann Rudolf",Pour Raillerie,1772,NA,,,,,,
1789,,NA,spbk0002028,Harpur [le chevalier],"Recettes pour les maladies des chevaux recueillies des plus habiles écuyers, et des maréchaux les plus experts d'Italie",1761,NA,,,,,,
1790,,NA,spbk0002029,"Bertrand, Elie",Recueil de divers traités sur l'histoire naturelle de la terre et des fossiles,1766,NA,,,,,,
1791,,NA,spbk0002031,"Pommereul, François-René-Jean [de]",Recherches sur l'origine de l'esclavage religieux et politique du peuple en France,1783,NA,,,,,,
1792,,NA,spbk0002032,"Brissot de Warville, Jacques-Pierre",Recherches philosophiques sur le droit de la propriété considéré dans la nature,1780,NA,,,,,,
1793,,NA,spbk0002036,"Sénebier, Jean",Recherches sur l'influence de la lumière solaire pour métamorphoser l'air fixe en air pur par la végétation... par Jean Senebier,1783,NA,,,,,,
102,0.21524887,NA,spbk0002037,"Boulanger, Nicolas-Antoine",Recherches sur l'origine du despotisme oriental,NA,NA,b'00a6b2bc-4f96-4143-bb89-b69a3eba1276',b'spbk0002037',"b'Boulanger, Nicolas-Antoine'","b""Recherches sur l'origine du despotisme oriental""",b'',b'No Date Available'
1794,,NA,spbk0002038,"Ferguson, Adam",Recherches historiques et critiques sur les causes des progrès et de la chûte de la république Romaine,1785,NA,,,,,,
1795,,NA,spbk0002040,"Schérer, Jean-Benoît","Recherches historiques et géographiques sur le Nouveau-Monde, par Jean-Benoît Schérer",1777,NA,,,,,,
1796,,NA,spbk0002042,"Burigny, Jean Lévesque [de]","Recherches sur les miracles, par l'auteur de l'Examen des apologistes de la religion chrétienne",1773,NA,,,,,,
1797,,NA,spbk0002043,"Riegger, Joseph Anton Stephan [von]",Von dem Rechte des Landesfürsten,NA,NA,,,,,,
1798,,NA,spbk0002044,"Carrière-Doisin, A.","Mes Récréations, ou Mélange de pièces fugitives en vers, suivies de Virginie, ou le Décemvirat, tragédie en 5 actes et en vers, par M. S*** D***",1777,NA,,,,,,
1799,,NA,spbk0002045,NA,Recueil d'ordonnances du Roy et réglemens du Conseil souverain d'Alsace,1738,NA,,,,,,
1800,,NA,spbk0002046,"Fréville, Anne-François-Joachim",Recueil d'ouvrages sur l'économie politîque et rurale,1780,NA,,,,,,
1801,,NA,spbk0002047,NA,Recueil de chansons et poésies maçonnes,1782,NA,,,,,,
1802,,NA,spbk0002048,NA,"Recueil des chansons choisies, avec la musique",1785,NA,,,,,,
103,0.2829182,NA,spbk0002048,NA,Recueil des chansons choisies,NA,NA,b'',b'spbk0002048',b'',b'Recueil des chansons choisies',b'',b''
103,0.2829182,NA,spbk0002048,NA,Recueil des chansons choisies,NA,NA,b'',b'spbk0002048',b'',b'Recueil des chansons choisies',b'',b''
1803,,NA,spbk0002049,"Payne, Thomas",Recueil de diverses pièces servant de supplément à l'histoire philosophique et politique des établissemens et du commerce des Européens dans les deux Indes par Guillaume-Thomas Raynal,1784,NA,,,,,,
1804,,NA,spbk0002050,"Boismont, Nicolas Thyrel [de]",Recueil de lettres pour et contre le clergé,1785,NA,,,,,,
1805,,NA,spbk0002052,NA,Recueil des pièces les plus intéressantes et les plus curieuses qui ont paru à l'occasion du voyage et du sejour de sa sainteté le Pape Pie VI à Vienne,1783,NA,,,,,,
1806,,NA,spbk0002053,"Voltaire, François Marie Arouet","Recueil de pièces fugitives en prose et en vers, accompagnées de notes critiques et impartiales par M. de V.",NA,NA,,,,,,
1807,,NA,spbk0002055,"Magnien-Grandpré, Vivent","Recueil alphabétique des droits de traites uniformes, de ceux d'entrée et de sortie, des cinq grosses fermes, de douane de Lyon et de Valence",1786,NA,,,,,,
1808,,NA,spbk0002056,"Bossuet, Jacques Bénigne","Recueil des oraisons funèbres, prononcées par M. Esprit Fléchier... et par M. Jacques-Bénigne Bossuet",1780,NA,,,,,,
1809,,NA,spbk0002058,"Lesage, Alain René",Recueil des pièces mises au Théâtre François par M. Le Sage,1774,NA,,,,,,
1810,,NA,spbk0002058,"Lesage, Alain René",Théatre de Le Sage,NA,NA,,,,,,
1811,,NA,spbk0002059,NA,[Recueil des poésies],NA,NA,,,,,,
1812,,NA,spbk0002060,NA,[Recueil des prieres pour les protestants],NA,NA,,,,,,
1813,,NA,spbk0002061,NA,"Recueil des réclamations, remontrances, lettres, arrêtés, et protestations des parlements, cours des aides, chambres des comptes, bailliages, présidiaux, élections, au sujet de l'édit de décembre 1770, l'érection des conseils supérieurs, la supression des parlements, etc.",NA,NA,,,,,,
1814,,NA,spbk0002062,"Bolingbroke, Henri Paulet de Saint-Jean [vicomte de]",Recueil nécessaire avec l'Evangile de la raison,NA,NA,,,,,,
1815,,NA,spbk0002063,"Burigny, Jean Lévesque [de]","Recueil philosophique, ou mélange de pièces sur la religion et la morale, par différents auteurs",1770,NA,,,,,,
1816,,NA,spbk0002064,"Buc'hoz, Pierre-Joseph",Recueil de secrets sûrs et expérimentés à l'usage des artistes,1783-1786,NA,,,,,,
1817,,NA,spbk0002064,"Buc'hoz, Pierre-Joseph","Recueil de secrets surs et expérimentés, à l'usage des artistes par M. Buc'hoz",1783,NA,,,,,,
1818,,NA,spbk0002065,"Guillemain de Saint-Victor, Louis",Recueil précieux de la Maçonnerie Adonhiramite,1786,NA,,,,,,
1819,,NA,spbk0002067,"Sandoz, Jean-Abram-Samuel","Mes réflexions: ouvrage relatif aux dissensions qui troublent le comté de Neuchâtel: accompagné des pièces justificatives, pour la partie historique: dédié aux vrais patriotes",1761,NA,,,,,,
1820,,NA,spbk0002068,"Heidegger, Heinrich","Reflexions d'un Suisse sur cette question: seroit-il avantageux aux l cantons catholiques d'abolir les ordres réguliers, ou tout au moins de les diminuer?",1769,NA,,,,,,
1821,,NA,spbk0002069,"Bienville, D. T. de","Réflexions importantes sur les abus de la saignée, dans la plus part des maladies même dans celles ou elle paroit communément iadiquée",1781,NA,,,,,,
1822,,NA,spbk0002071,"Trublet, Nicolas-Charles-Joseph",Réflexions sur l'Eloquence en général et sur celle de la Chaire en particulier,1762,NA,,,,,,
1823,,NA,spbk0002073,"Servan, Antoine-Joseph-Michel","Réflexions sur les Confessions de J.J. Rousseau sur le caractere & le génie de cet écrivain, sur les causes & l'étendue de son influence sur l'opinion publique, enfin sur quelques principes de ses ouvrages insërées dans le Journal encyclopédique de l'année 1783",1783,NA,,,,,,
1824,,NA,spbk0002074,"Boureau-Deslandes, André-François","Réflexions sur les grands hommes qui sont morts en plaisantant, avec des poésies diverses, par M. D***",1776,NA,,,,,,
1825,,NA,spbk0002074,"Boureau-Deslandes, André-François",Réflexions sur les grands hommes qui sont morts en plaisantant,1714,NA,,,,,,
1826,,NA,spbk0002076,"Vanière, Jacques","Regia Parnassi seu palatium Musarum, in quo synonima, epitheta, periphrases, et phrases poëticae ... ordine alphabetico continentur",NA,NA,,,,,,
1827,,NA,spbk0002077,"Madden, Samuel",Die Regierung George des Sechsten: Aus dem Englischen,1776,NA,,,,,,
1828,,NA,spbk0002078,"Moules, [abbé de]",Règles pour la prononciation des langues françoise et latin,1761,NA,,,,,,
1829,,NA,spbk0002079,"Vollmoeller, Johann Georg",Reisen zu den Tempeln der Christen und ihren Priestern,1776,NA,,,,,,
1830,,NA,spbk0002080,"Reiske, Johann Jacob","Oratorum graecorum, quorum princeps est Demosthenes, quae supersunt monumenta ingenii, e bonis libris a se emendata, materia critica, commentariis integris, Hieron. Wolfii, Io. Taylori, Ierem. Marklandi, aliorum, et suis, indicibus denique instructa edidit Ioannes Iacobus Reiske",1770-1775,NA,,,,,,
1831,,NA,spbk0002081,"Coxe, William",Nouveau recueil de voyages au nord de l'Europe et de l'Asie,NA,NA,,,,,,
1832,,NA,spbk0002082,NA,"Relation de ce qui s'est passé de plus intéressant dans la principauté de Neuchâtel & Valangin en Suisse, à l'occasion de la mort de son souverain le roi de Prusse Frédéric II de glorieuse mémoire, & de l'avènement au trône de S.M. le roi Frédéric-Guillaume II, aujourd'hui régnant",1786,NA,,,,,,
1833,,NA,spbk0002084,"Deluc, André",Relation de différents voyages dans les Alpes de Faucigny,1776,NA,,,,,,
1834,,NA,spbk0002085,"Le Bègue de Presle, Achille-Guillaume",Relation des derniers jours de M. J. J. Rousseau,1779,NA,,,,,,
1835,,NA,spbk0002085,"Le Bègue de Presle, Achille-Guillaume",Relation ou notice des derniers jours de M. Jean-Jacques Rousseau,1778,NA,,,,,,
1836,,NA,spbk0002088,"Voltaire, François Marie Arouet",Relation de la mort du chevalier de La Barre,1768,NA,,,,,,
1837,,NA,spbk0002090,"Le Roy, Pierre Louis","Relation des aventures de quatre matelots russes jetés par une tempête près de l'isle déserte d'Ost-Spitzbergen où ils ont passé six ans, par M. Leroy",1766,NA,,,,,,
1838,,NA,spbk0002092,Silva [marquis de],Remarques sur quelques articles de l'Essai général de tactique,1773,NA,,,,,,
1839,,NA,spbk0002093,"Boyve, Jérôme-Emmanuel","Remarques sur les loix et statuts du Pays de Vaud, par feu J. François Boyve, maire de Bevaix, & avocat en la suprême chambre des appellations romandes à Berne",1776,NA,,,,,,
1840,,NA,spbk0002094,"Théveneau de Morande, Charles",Remarques historiques et anecdotes sur le château de la Bastille,NA,NA,,,,,,
1841,,NA,spbk0002096,"Engel, Samuel","Remarques sur la partie de la relation du voyage Capitaine Cook, qui concerne le détroit entre l'Asie et l'Amérique dans une lettre adressée a M. D***",1781,NA,,,,,,
1842,,NA,spbk0002097,Horst,Remarques sur un nouveau système de fortification proposé par le Comte de Saxe dans ses mémoires sur l'art de la guerre,1757,NA,,,,,,
1843,,NA,spbk0002098,"Voltaire, François Marie Arouet","Remonstrances du corps des pasteurs du Gévaudan, à Antoine Jean Rustan, pasteur suisse à Londres",1768,NA,,,,,,
1844,,NA,spbk0002101,NA,"Remonstrances du corps des pasteurs du Gévaudun à Antoine-Jean Rustan, pasteur suisse à Londres",NA,NA,,,,,,
1845,,NA,spbk0002103,"Peyrilhe, Bernard","Remède nouveau contre les maladies vénériennes, tiré du règne animal, ou essai sur la vertu anti-vénérienne des alkalis volatils par M. Peyrilhe, méd.",1774,NA,,,,,,
1846,,NA,spbk0002104,NA,Rendez à César ce qui appartient à César; introduction à une nouvelle histoire des papes,1783,NA,,,,,,
1847,,NA,spbk0002105,"Bouillé, Judith Elisabeth","Repsima, essai d'une tragédie domestique",1767,NA,,,,,,
1848,,NA,spbk0002110,"Cramer, Jean Gabriel",Heureux (l') retour: comédie en deux actes & en prose,1785,NA,,,,,,
1849,,NA,spbk0002111,"Petitpierre, Charles","Réunion, sanctification et félicité de l'église par la doctrine de la gloir, adressée aux souverians",1787,NA,,,,,,
104,0.24239719,NA,spbk0002112,"Forteguerri,Niccolò","Richardet, poème",NA,NA,b'',b'spbk0002112',"b'Forteguerri,Niccol\xc3\xb2'","b'Richardet, po\xc3\xa8me'",b'1776',b''
104,0.24239719,NA,spbk0002112,"Forteguerri,Niccolò","Richardet, poème",1776,NA,b'',b'spbk0002112',"b'Forteguerri,Niccol\xc3\xb2'","b'Richardet, po\xc3\xa8me'",b'1776',b''
1850,,NA,spbk0002113,Maupin,"Seule (la) richesse du peuple, ou moyen de faire baisser le prix de toutes les subsistances: projet utile aux grands comme aux petits, avec un plan de culture",1781,NA,,,,,,
1851,,NA,spbk0002114,Maupin,Richesse (la) des vignobles: partie des vins ...  ,1784,NA,,,,,,
1852,,NA,spbk0002115,"Accarias de Sérionne, Jacques","Richesse (la) de la Hollande, ouvrage dans lequel on expose l'origine du commerce et de la puissance des Hollandois",1778,NA,,,,,,
105,0.24239719,NA,spbk0002118,"Campe, Joachim Heinrich","Nouveau (le) Robinson, pour servir a l'amusement et a l'instruction des enfans",1783,NA,b'',b'spbk0002118',"b'Campe, Joachim Heinrich'","b""Nouveau (le) Robinson, pour servir a l'amusement et a l'instruction des enfans""",b'1783',b''
